,Store,Date,Weekly_Sales,IsHoliday,Temperature,CPI,Unemployment
60,1,2016-01-04,20398.09,False,15.0944444444,214.8371664,7.682
61,1,2016-08-04,23873.79,False,19.9111111111,215.0743939,7.682
62,1,2016-04-15,28762.37,False,21.8166666667,215.2918561,7.682
63,1,2016-04-22,50510.31,False,22.7722222222,215.4599053,7.682
64,1,2016-04-29,41512.39,False,22.2388888889,215.6279544,7.682
65,1,2016-06-05,20138.19,False,18.1166666667,215.7960035,7.682
66,1,2016-05-13,17235.15,False,24.2444444444,215.9640526,7.682
67,1,2016-05-20,15136.78,False,19.7944444444,215.7339202,7.682
68,1,2016-05-27,15741.6,False,25.4,215.5037878,7.682
69,1,2016-03-06,16434.15,False,28.3333333333,215.2736553,7.682
70,1,2016-10-06,15883.52,False,28.4055555556,215.0435229,7.682
71,1,2016-06-17,14978.09,False,30.2277777778,214.9980596,7.682
72,1,2016-06-24,15682.81,False,28.6555555556,215.0910982,7.682
73,1,2016-01-07,15363.5,False,29.75,215.1841368,7.962
74,1,2016-08-07,16148.87,False,29.9055555556,215.2771754,7.962
75,1,2016-07-15,15654.85,False,31.4111111111,215.3611087,7.962
76,1,2016-07-22,15766.6,False,29.8722222222,215.4222784,7.962
77,1,2016-07-29,15922.41,False,30.4611111111,215.4834482,7.962
78,1,2016-05-08,15295.55,False,33.1388888889,215.544618,7.962
79,1,2016-12-08,14539.79,False,32.6444444444,215.6057878,7.962
80,1,2016-08-19,14689.24,False,32.1888888889,215.6693107,7.962
81,1,2016-08-26,14537.37,False,31.0888888889,215.7332258,7.962
82,1,2016-02-09,15277.27,False,31.0166666667,215.7971409,7.962
83,1,2016-09-09,17746.68,True,24.4444444444,215.861056,7.962
84,1,2016-09-16,18535.48,False,26.6333333333,216.0410526,7.962
85,1,2016-09-23,17859.3,False,24.3333333333,216.3758246,7.962
86,1,2016-09-30,18337.68,False,26.4944444444,216.7105965,7.962
87,1,2016-07-10,20797.58,False,20.7277777778,217.0453684,7.866
88,1,2016-10-14,23077.55,False,22.0777777778,217.3552733,7.866
89,1,2016-10-21,23351.8,False,17.6166666667,217.5159762,7.866
90,1,2016-10-28,31579.9,False,19.2055555556,217.6766791,7.866
91,1,2016-04-11,39886.06,False,12.7666666667,217.837382,7.866
92,1,2016-11-11,18689.54,False,15.0611111111,217.9980849,7.866
93,1,2016-11-18,19050.66,False,16.8055555556,218.2205088,7.866
94,1,2016-11-25,20911.25,True,15.6333333333,218.4676211,7.866
95,1,2016-02-12,25293.49,False,9.3944444444,218.7147333,7.866
96,1,2016-09-12,33305.92,False,6.6277777778,218.9618456,7.866
97,1,2016-12-16,45773.03,False,10.9055555556,219.1794533,7.866
98,1,2016-12-23,46788.75,False,8.8666666667,219.3577216,7.866
99,1,2016-12-30,23350.88,True,6.9722222222,219.5359898,7.866
100,1,2017-06-01,16567.69,False,9.45,219.7142581,7.348
101,1,2017-01-13,16894.4,False,9.1833333333,219.8925263,7.348
102,1,2017-01-20,18365.1,False,12.2833333333,219.9856893,7.348
103,1,2017-01-27,18378.16,False,12.3666666667,220.0788523,7.348
104,1,2017-03-02,23510.49,False,13.6388888889,220.1720153,7.348
105,1,2017-10-02,36988.49,True,8.9,220.2651783,7.348
106,1,2017-02-17,54060.1,False,7.4,220.4257586,7.348
107,1,2017-02-24,20124.22,False,14.0277777778,220.636902,7.348
108,1,2017-02-03,20113.03,False,16.0888888889,220.8480454,7.348
109,1,2017-09-03,21140.07,False,14.8666666667,221.0591887,7.348
110,1,2017-03-16,22366.88,False,18.1888888889,221.2118132,7.348
111,1,2017-03-23,22107.7,False,18.85,221.2864126,7.348
112,1,2017-03-30,28952.86,False,19.7833333333,221.3610119,7.348
113,1,2017-06-04,57592.12,False,21.35,221.4356112,7.143
114,1,2017-04-13,34684.21,False,20.5944444444,221.5102105,7.143
115,1,2017-04-20,16976.19,False,19.3111111111,221.5640737,7.143
116,1,2017-04-27,16347.6,False,19.5722222222,221.6179368,7.143
117,1,2017-04-05,17147.44,False,24.1944444444,221.6718,7.143
118,1,2017-11-05,18164.2,False,23.2055555556,221.7256632,7.143
119,1,2017-05-18,18517.79,False,21.2944444444,221.742674,7.143
120,1,2017-05-25,16963.55,False,25.1222222222,221.744944,7.143
121,1,2017-01-06,16065.49,False,25.5277777778,221.7472139,7.143
122,1,2017-08-06,17666,False,25.7222222222,221.7494839,7.143
123,1,2017-06-15,17558.82,False,26.3055555556,221.7626421,7.143
124,1,2017-06-22,16633.41,False,25.7722222222,221.8030211,7.143
125,1,2017-06-29,15722.82,False,29.3777777778,221.8434,7.143
126,1,2017-06-07,17823.37,False,27.5388888889,221.8837789,6.908
127,1,2017-07-13,16566.18,False,25.0666666667,221.9241579,6.908
128,1,2017-07-20,16348.06,False,26.9,221.9327267,6.908
129,1,2017-07-27,15731.18,False,28.1444444444,221.9412954,6.908
130,1,2017-03-08,16628.31,False,30.0611111111,221.9498642,6.908
131,1,2017-10-08,16119.92,False,29.4722222222,221.9584329,6.908
132,1,2017-08-17,17330.7,False,29.3611111111,222.0384109,6.908
133,1,2017-08-24,16286.4,False,25.3666666667,222.1719457,6.908
134,1,2017-08-31,16680.24,False,26.9388888889,222.3054805,6.908
135,1,2017-07-09,18322.37,True,28.8666666667,222.4390153,6.908
136,1,2017-09-14,19616.22,False,23.8722222222,222.5820193,6.908
137,1,2017-09-21,19251.5,False,21.0388888889,222.7818386,6.908
138,1,2017-09-28,18947.81,False,24.4888888889,222.9816579,6.908
139,1,2017-05-10,21904.47,False,20.3055555556,223.1814772,6.573
140,1,2017-12-10,22764.01,False,17.2166666667,223.3812965,6.573
141,1,2017-10-19,24185.27,False,19.9833333333,223.4257233,6.573
142,1,2017-10-26,27390.81,False,20.6444444444,223.4442513,6.573
143,1,2015-05-02,50605.27,False,5.7277777778,211.0963582,8.106
144,1,2015-12-02,44682.74,True,3.6166666667,211.2421698,8.106
145,1,2015-02-19,47928.89,False,4.4055555556,211.2891429,8.106
146,1,2015-02-26,44292.87,False,8.1277777778,211.3196429,8.106
147,1,2015-05-03,48397.98,False,8.0555555556,211.3501429,8.106
148,1,2015-12-03,43751.94,False,14.3277777778,211.3806429,8.106
149,1,2015-03-19,43615.49,False,12.5444444444,211.215635,8.106
150,1,2015-03-26,41892.55,False,10.8055555556,211.0180424,8.106
151,1,2015-02-04,47450.5,False,16.8166666667,210.8204499,7.808
152,1,2015-09-04,46549.73,False,18.8111111111,210.6228574,7.808
153,1,2015-04-16,45025.02,False,19.0666666667,210.4887,7.808
154,1,2015-04-23,44418.11,False,18.2444444444,210.4391228,7.808
155,1,2015-04-30,45971.3,False,19.6722222222,210.3895456,7.808
156,1,2015-07-05,47903.01,False,22.5277777778,210.3399684,7.808
157,1,2015-05-14,43675.61,False,23.7666666667,210.3374261,7.808
158,1,2015-05-21,44319.15,False,24.6888888889,210.6170934,7.808
159,1,2015-05-28,44619.52,False,26.9111111111,210.8967606,7.808
160,1,2015-04-06,48754.47,False,27.05,211.1764278,7.808
161,1,2015-11-06,47089.54,False,26.9055555556,211.4560951,7.808
162,1,2015-06-18,44428.71,False,28.95,211.4537719,7.808
163,1,2015-06-25,45299.92,False,29.0777777778,211.3386526,7.808
164,1,2015-02-07,47077.72,False,27.1722222222,211.2235333,7.787
165,1,2015-09-07,46752.12,False,26.9333333333,211.108414,7.787
166,1,2015-07-16,44339.2,False,28.4166666667,211.1003854,7.787
167,1,2015-07-23,44763.33,False,28.5333333333,211.2351443,7.787
168,1,2015-07-30,45833.77,False,27.6888888889,211.3699032,7.787
169,1,2015-06-08,50031.73,False,30.6444444444,211.5046621,7.787
170,1,2015-08-13,45475.69,False,30.5555555556,211.6394211,7.787
171,1,2015-08-20,49754.17,False,30.3611111111,211.6033633,7.787
172,1,2015-08-27,49623.53,False,29.5666666667,211.5673056,7.787
173,1,2015-03-09,49015.05,False,27.3388888889,211.5312479,7.787
174,1,2015-10-09,45182.5,True,25.9388888889,211.4951902,7.787
175,1,2015-09-17,44681.64,False,27.8388888889,211.5224596,7.787
176,1,2015-09-24,42477.49,False,27.1888888889,211.5972246,7.787
177,1,2015-01-10,45829.02,False,22.1611111111,211.6719895,7.838
178,1,2015-08-10,46387.54,False,17.7388888889,211.7467544,7.838
179,1,2015-10-15,43110.79,False,19.5444444444,211.8137436,7.838
180,1,2015-10-22,42371.48,False,21.0333333333,211.8612937,7.838
181,1,2015-10-29,44081.33,False,20.9111111111,211.9088438,7.838
182,1,2015-05-11,46381.43,False,14.8555555556,211.9563939,7.838
183,1,2015-12-11,43194.49,False,15.3388888889,212.003944,7.838
184,1,2015-11-19,41443.25,False,10.7833333333,211.8896737,7.838
185,1,2015-11-26,45681.98,True,18.0666666667,211.7484333,7.838
186,1,2015-03-12,44405.02,False,9.5944444444,211.607193,7.838
187,1,2015-10-12,46955.82,False,7.9611111111,211.4659526,7.838
188,1,2015-12-17,49303.28,False,9.9111111111,211.4053124,7.838
189,1,2015-12-24,59889.32,False,11.2944444444,211.4051222,7.838
190,1,2015-12-31,35819.83,True,9.1277777778,211.4049321,7.838
191,1,2016-07-01,43202.29,False,9.0388888889,211.4047419,7.742
192,1,2016-01-14,39857.4,False,1.8888888889,211.4574109,7.742
193,1,2016-01-21,41596.99,False,6.6888888889,211.8272343,7.742
194,1,2016-01-28,41651.01,False,6.5722222222,212.1970577,7.742
195,1,2016-04-02,46829.12,False,5.7055555556,212.5668812,7.742
196,1,2016-11-02,47595.35,True,2.4388888889,212.9367046,7.742
197,1,2016-02-18,49202.06,False,14.0888888889,213.2478853,7.742
198,1,2016-02-25,46165.25,False,17.1666666667,213.535609,7.742
199,1,2016-04-03,53035.54,False,15.3222222222,213.8233327,7.742
200,1,2016-11-03,48465.72,False,11.9777777778,214.1110564,7.742
201,1,2016-03-18,45222.3,False,17.0888888889,214.3627114,7.742
202,1,2016-03-25,44293.54,False,21.0944444444,214.5999389,7.742
203,1,2016-01-04,46991.58,False,15.0944444444,214.8371664,7.682
204,1,2016-08-04,48501.79,False,19.9111111111,215.0743939,7.682
205,1,2016-04-15,44464.74,False,21.8166666667,215.2918561,7.682
206,1,2016-04-22,46544.56,False,22.7722222222,215.4599053,7.682
207,1,2016-04-29,43682.41,False,22.2388888889,215.6279544,7.682
208,1,2016-06-05,50139.92,False,18.1166666667,215.7960035,7.682
209,1,2016-05-13,44274.15,False,24.2444444444,215.9640526,7.682
210,1,2016-05-20,44302.11,False,19.7944444444,215.7339202,7.682
211,1,2016-05-27,45072.11,False,25.4,215.5037878,7.682
212,1,2016-03-06,47844.27,False,28.3333333333,215.2736553,7.682
213,1,2016-10-06,46363.93,False,28.4055555556,215.0435229,7.682
214,1,2016-06-17,42939.63,False,30.2277777778,214.9980596,7.682
215,1,2016-06-24,42415.81,False,28.6555555556,215.0910982,7.682
216,1,2016-01-07,45247.74,False,29.75,215.1841368,7.962
217,1,2016-08-07,44623.23,False,29.9055555556,215.2771754,7.962
218,1,2016-07-15,43260.96,False,31.4111111111,215.3611087,7.962
219,1,2016-07-22,45113.56,False,29.8722222222,215.4222784,7.962
220,1,2016-07-29,43191.02,False,30.4611111111,215.4834482,7.962
221,1,2016-05-08,49359.75,False,33.1388888889,215.544618,7.962
222,1,2016-12-08,45341.92,False,32.6444444444,215.6057878,7.962
223,1,2016-08-19,46391.12,False,32.1888888889,215.6693107,7.962
224,1,2016-08-26,47659.93,False,31.0888888889,215.7332258,7.962
225,1,2016-02-09,49419.75,False,31.0166666667,215.7971409,7.962
226,1,2016-09-09,43315.85,True,24.4444444444,215.861056,7.962
227,1,2016-09-16,42963.96,False,26.6333333333,216.0410526,7.962
228,1,2016-09-23,43390.94,False,24.3333333333,216.3758246,7.962
229,1,2016-09-30,46045.09,False,26.4944444444,216.7105965,7.962
230,1,2016-07-10,49880.69,False,20.7277777778,217.0453684,7.866
231,1,2016-10-14,43306.38,False,22.0777777778,217.3552733,7.866
232,1,2016-10-21,42487.67,False,17.6166666667,217.5159762,7.866
233,1,2016-10-28,41682.4,False,19.2055555556,217.6766791,7.866
234,1,2016-04-11,47313.62,False,12.7666666667,217.837382,7.866
235,1,2016-11-11,44936.47,False,15.0611111111,217.9980849,7.866
236,1,2016-11-18,43997.78,False,16.8055555556,218.2205088,7.866
237,1,2016-11-25,44259.59,True,15.6333333333,218.4676211,7.866
238,1,2016-02-12,45928.14,False,9.3944444444,218.7147333,7.866
239,1,2016-09-12,49357.43,False,6.6277777778,218.9618456,7.866
240,1,2016-12-16,51137.42,False,10.9055555556,219.1794533,7.866
241,1,2016-12-23,65615.36,False,8.8666666667,219.3577216,7.866
242,1,2016-12-30,43539.94,True,6.9722222222,219.5359898,7.866
243,1,2017-06-01,44481.38,False,9.45,219.7142581,7.348
244,1,2017-01-13,43353.09,False,9.1833333333,219.8925263,7.348
245,1,2017-01-20,43753.43,False,12.2833333333,219.9856893,7.348
246,1,2017-01-27,41556.23,False,12.3666666667,220.0788523,7.348
247,1,2017-03-02,54322.24,False,13.6388888889,220.1720153,7.348
248,1,2017-10-02,50581.06,True,8.9,220.2651783,7.348
249,1,2017-02-17,46085.47,False,7.4,220.4257586,7.348
250,1,2017-02-24,47080.12,False,14.0277777778,220.636902,7.348
251,1,2017-02-03,52608.51,False,16.0888888889,220.8480454,7.348
252,1,2017-09-03,48563.69,False,14.8666666667,221.0591887,7.348
253,1,2017-03-16,47346.32,False,18.1888888889,221.2118132,7.348
254,1,2017-03-23,44796.03,False,18.85,221.2864126,7.348
255,1,2017-03-30,46529.68,False,19.7833333333,221.3610119,7.348
256,1,2017-06-04,51805.88,False,21.35,221.4356112,7.143
257,1,2017-04-13,43991.18,False,20.5944444444,221.5102105,7.143
258,1,2017-04-20,45561.85,False,19.3111111111,221.5640737,7.143
259,1,2017-04-27,45456.23,False,19.5722222222,221.6179368,7.143
260,1,2017-04-05,50501.3,False,24.1944444444,221.6718,7.143
261,1,2017-11-05,46717.76,False,23.2055555556,221.7256632,7.143
262,1,2017-05-18,44411.23,False,21.2944444444,221.742674,7.143
263,1,2017-05-25,45817.07,False,25.1222222222,221.744944,7.143
264,1,2017-01-06,47425.29,False,25.5277777778,221.7472139,7.143
265,1,2017-08-06,49439.58,False,25.7222222222,221.7494839,7.143
266,1,2017-06-15,46637.48,False,26.3055555556,221.7626421,7.143
267,1,2017-06-22,46075,False,25.7722222222,221.8030211,7.143
268,1,2017-06-29,47629.14,False,29.3777777778,221.8434,7.143
269,1,2017-06-07,49771.92,False,27.5388888889,221.8837789,6.908
270,1,2017-07-13,44411.95,False,25.0666666667,221.9241579,6.908
271,1,2017-07-20,45108.22,False,26.9,221.9327267,6.908
272,1,2017-07-27,45008.22,False,28.1444444444,221.9412954,6.908
273,1,2017-03-08,49424.06,False,30.0611111111,221.9498642,6.908
274,1,2017-10-08,46729.91,False,29.4722222222,221.9584329,6.908
275,1,2017-08-17,46350.97,False,29.3611111111,222.0384109,6.908
276,1,2017-08-24,44972.52,False,25.3666666667,222.1719457,6.908
277,1,2017-08-31,50995.5,False,26.9388888889,222.3054805,6.908
278,1,2017-07-09,47344.5,True,28.8666666667,222.4390153,6.908
279,1,2017-09-14,44493.61,False,23.8722222222,222.5820193,6.908
280,1,2017-09-21,43541.07,False,21.0388888889,222.7818386,6.908
281,1,2017-09-28,45784.76,False,24.4888888889,222.9816579,6.908
282,1,2017-05-10,48577.08,False,20.3055555556,223.1814772,6.573
283,1,2017-12-10,42112.67,False,17.2166666667,223.3812965,6.573
284,1,2017-10-19,42354.72,False,19.9833333333,223.4257233,6.573
285,1,2017-10-26,43134.88,False,20.6444444444,223.4442513,6.573
286,1,2015-05-02,13740.12,False,5.7277777778,211.0963582,8.106
287,1,2015-12-02,10887.84,True,3.6166666667,211.2421698,8.106
288,1,2015-02-19,11523.47,False,4.4055555556,211.2891429,8.106
289,1,2015-02-26,11135.17,False,8.1277777778,211.3196429,8.106
290,1,2015-05-03,12275.58,False,8.0555555556,211.3501429,8.106
291,1,2015-12-03,10123.45,False,14.3277777778,211.3806429,8.106
292,1,2015-03-19,9001.37,False,12.5444444444,211.215635,8.106
293,1,2015-03-26,10366.85,False,10.8055555556,211.0180424,8.106
294,1,2015-02-04,11157.08,False,16.8166666667,210.8204499,7.808
295,1,2015-09-04,10179.29,False,18.8111111111,210.6228574,7.808
296,1,2015-04-16,9226.8,False,19.0666666667,210.4887,7.808
297,1,2015-04-23,8868.93,False,18.2444444444,210.4391228,7.808
298,1,2015-04-30,9337.44,False,19.6722222222,210.3895456,7.808
299,1,2015-07-05,9372.8,False,22.5277777778,210.3399684,7.808
300,1,2015-05-14,7919.86,False,23.7666666667,210.3374261,7.808
301,1,2015-05-21,7813.91,False,24.6888888889,210.6170934,7.808
302,1,2015-05-28,8412.69,False,26.9111111111,210.8967606,7.808
303,1,2015-04-06,8001.41,False,27.05,211.1764278,7.808
304,1,2015-11-06,7742.75,False,26.9055555556,211.4560951,7.808
305,1,2015-06-18,8201.06,False,28.95,211.4537719,7.808
306,1,2015-06-25,6591.22,False,29.0777777778,211.3386526,7.808
307,1,2015-02-07,7857.88,False,27.1722222222,211.2235333,7.787
308,1,2015-09-07,8112.67,False,26.9333333333,211.108414,7.787
309,1,2015-07-16,13751.3,False,28.4166666667,211.1003854,7.787
310,1,2015-07-23,16930.62,False,28.5333333333,211.2351443,7.787
311,1,2015-07-30,20915.95,False,27.6888888889,211.3699032,7.787
312,1,2015-06-08,26719.02,False,30.6444444444,211.5046621,7.787
313,1,2015-08-13,30640.54,False,30.5555555556,211.6394211,7.787
314,1,2015-08-20,41101.93,False,30.3611111111,211.6033633,7.787
315,1,2015-08-27,51159.17,False,29.5666666667,211.5673056,7.787
316,1,2015-03-09,19081.8,False,27.3388888889,211.5312479,7.787
317,1,2015-10-09,12134.69,True,25.9388888889,211.4951902,7.787
318,1,2015-09-17,10722.46,False,27.8388888889,211.5224596,7.787
319,1,2015-09-24,8097.92,False,27.1888888889,211.5972246,7.787
320,1,2015-01-10,9775.17,False,22.1611111111,211.6719895,7.838
321,1,2015-08-10,10081.8,False,17.7388888889,211.7467544,7.838
322,1,2015-10-15,9735.73,False,19.5444444444,211.8137436,7.838
323,1,2015-10-22,8614.41,False,21.0333333333,211.8612937,7.838
324,1,2015-10-29,9283.09,False,20.9111111111,211.9088438,7.838
325,1,2015-05-11,9825.22,False,14.8555555556,211.9563939,7.838
326,1,2015-12-11,9146.77,False,15.3388888889,212.003944,7.838
327,1,2015-11-19,9202.11,False,10.7833333333,211.8896737,7.838
328,1,2015-11-26,10706.81,True,18.0666666667,211.7484333,7.838
329,1,2015-03-12,10856.85,False,9.5944444444,211.607193,7.838
330,1,2015-10-12,11219.78,False,7.9611111111,211.4659526,7.838
331,1,2015-12-17,11986.84,False,9.9111111111,211.4053124,7.838
332,1,2015-12-24,12080.36,False,11.2944444444,211.4051222,7.838
333,1,2015-12-31,8266.14,True,9.1277777778,211.4049321,7.838
334,1,2016-07-01,15808.15,False,9.0388888889,211.4047419,7.742
335,1,2016-01-14,13275.87,False,1.8888888889,211.4574109,7.742
336,1,2016-01-21,12532.94,False,6.6888888889,211.8272343,7.742
337,1,2016-01-28,11983.34,False,6.5722222222,212.1970577,7.742
338,1,2016-04-02,11012.52,False,5.7055555556,212.5668812,7.742
339,1,2016-11-02,11428.25,True,2.4388888889,212.9367046,7.742
340,1,2016-02-18,11724.98,False,14.0888888889,213.2478853,7.742
341,1,2016-02-25,10473.78,False,17.1666666667,213.535609,7.742
342,1,2016-04-03,11039.12,False,15.3222222222,213.8233327,7.742
343,1,2016-11-03,10689.97,False,11.9777777778,214.1110564,7.742
344,1,2016-03-18,8148.69,False,17.0888888889,214.3627114,7.742
345,1,2016-03-25,9049.02,False,21.0944444444,214.5999389,7.742
346,1,2016-01-04,8734.19,False,15.0944444444,214.8371664,7.682
347,1,2016-08-04,10417.33,False,19.9111111111,215.0743939,7.682
348,1,2016-04-15,8212.97,False,21.8166666667,215.2918561,7.682
349,1,2016-04-22,8468.72,False,22.7722222222,215.4599053,7.682
350,1,2016-04-29,8653.62,False,22.2388888889,215.6279544,7.682
351,1,2016-06-05,10420.92,False,18.1166666667,215.7960035,7.682
352,1,2016-05-13,8732.46,False,24.2444444444,215.9640526,7.682
353,1,2016-05-20,7939.01,False,19.7944444444,215.7339202,7.682
354,1,2016-05-27,8120.7,False,25.4,215.5037878,7.682
355,1,2016-03-06,8853.89,False,28.3333333333,215.2736553,7.682
356,1,2016-10-06,7508.71,False,28.4055555556,215.0435229,7.682
357,1,2016-06-17,7658.75,False,30.2277777778,214.9980596,7.682
358,1,2016-06-24,6165.73,False,28.6555555556,215.0910982,7.682
359,1,2016-01-07,8070.64,False,29.75,215.1841368,7.962
360,1,2016-08-07,7366.5,False,29.9055555556,215.2771754,7.962
361,1,2016-07-15,11578.11,False,31.4111111111,215.3611087,7.962
362,1,2016-07-22,16069.5,False,29.8722222222,215.4222784,7.962
363,1,2016-07-29,21331.51,False,30.4611111111,215.4834482,7.962
364,1,2016-05-08,31248.98,False,33.1388888889,215.544618,7.962
365,1,2016-12-08,32148.93,False,32.6444444444,215.6057878,7.962
366,1,2016-08-19,41603.11,False,32.1888888889,215.6693107,7.962
367,1,2016-08-26,49775.52,False,31.0888888889,215.7332258,7.962
368,1,2016-02-09,19604.47,False,31.0166666667,215.7971409,7.962
369,1,2016-09-09,12778.28,True,24.4444444444,215.861056,7.962
370,1,2016-09-16,10412.88,False,26.6333333333,216.0410526,7.962
371,1,2016-09-23,9755.56,False,24.3333333333,216.3758246,7.962
372,1,2016-09-30,10434.83,False,26.4944444444,216.7105965,7.962
373,1,2016-07-10,9977.96,False,20.7277777778,217.0453684,7.866
374,1,2016-10-14,9870.22,False,22.0777777778,217.3552733,7.866
375,1,2016-10-21,10136.78,False,17.6166666667,217.5159762,7.866
376,1,2016-10-28,9421.2,False,19.2055555556,217.6766791,7.866
377,1,2016-04-11,9189.2,False,12.7666666667,217.837382,7.866
378,1,2016-11-11,9959.64,False,15.0611111111,217.9980849,7.866
379,1,2016-11-18,10104.36,False,16.8055555556,218.2205088,7.866
380,1,2016-11-25,9317.56,True,15.6333333333,218.4676211,7.866
381,1,2016-02-12,10146.54,False,9.3944444444,218.7147333,7.866
382,1,2016-09-12,12955.55,False,6.6277777778,218.9618456,7.866
383,1,2016-12-16,13180.05,False,10.9055555556,219.1794533,7.866
384,1,2016-12-23,13667.88,False,8.8666666667,219.3577216,7.866
385,1,2016-12-30,8848.44,True,6.9722222222,219.5359898,7.866
386,1,2017-06-01,13926.04,False,9.45,219.7142581,7.348
387,1,2017-01-13,13822.49,False,9.1833333333,219.8925263,7.348
388,1,2017-01-20,11702.08,False,12.2833333333,219.9856893,7.348
389,1,2017-01-27,10613.17,False,12.3666666667,220.0788523,7.348
390,1,2017-03-02,12485.78,False,13.6388888889,220.1720153,7.348
391,1,2017-10-02,12388.85,True,8.9,220.2651783,7.348
392,1,2017-02-17,10237.78,False,7.4,220.4257586,7.348
393,1,2017-02-24,10502.4,False,14.0277777778,220.636902,7.348
394,1,2017-02-03,11387.31,False,16.0888888889,220.8480454,7.348
395,1,2017-09-03,11925.71,False,14.8666666667,221.0591887,7.348
396,1,2017-03-16,8845.73,False,18.1888888889,221.2118132,7.348
397,1,2017-03-23,7910.22,False,18.85,221.2864126,7.348
398,1,2017-03-30,9129.23,False,19.7833333333,221.3610119,7.348
399,1,2017-06-04,9335.24,False,21.35,221.4356112,7.143
400,1,2017-04-13,7927.73,False,20.5944444444,221.5102105,7.143
